Code Case Number,Address,Code Case Opened Date,Code Case Type,Code Case Closed Date,Code Case District,Code Case Status,Code Case Description
OTOE-018632-2021,"1527 BODIE DR
COLUMBIA, MO 65202",7/28/2021,ONS - Residential Solid Waste Violation,8/9/2021,Second,Resolved,BULKY ITEMS AT THE CURB.
OTOE-018631-2021,"1529 BODIE DR
COLUMBIA, MO 65202",7/28/2021,ONS - Residential Solid Waste Violation,8/9/2021,Second,Resolved,TOE AT THE CURB 7-28-2021
OTOE-018642-2021,"3506 DELMAR CT
COLUMBIA, MO 65201",7/28/2021,ONS - Residential Solid Waste Violation,7/30/2021,Sixth,Resolved,bulky items at the curb 7-28-2021
OTOE-018643-2021,"3515 LA MESA DR
COLUMBIA, MO 65201",7/28/2021,ONS - Residential Solid Waste Violation,8/4/2021,Sixth,Resolved,BULKY ITEM AT THE CURB 7-28-2021
OTOE-018640-2021,"3509 DELMAR CT
COLUMBIA, MO 65201",7/28/2021,ONS - Residential Solid Waste Violation,7/30/2021,Sixth,Resolved,BULKY ITEMS AT THE CURB.7-28-2021
OTOE-018629-2021,"1528 BODIE DR
COLUMBIA, MO 65202",7/28/2021,ONS - Residential Solid Waste Violation,8/9/2021,Second,Resolved,BULKY ITEM AT THE CURB 7-28-2021
OHN-018650-2021,"4302 MOUNT CARMEL LN
COLUMBIA, MO 65203",7/28/2021,ONS - Health Nuisance,8/3/2021,Fourth,Resolved,MOWING RARE AND BLOWS CLIPPINGS INTO STREET *4300 & 4302 
OLM-018649-2021,"4302 CHRISTIAN FELLOWSHIP RD
COLUMBIA, MO 65203",7/28/2021,ONS - Landscape Management,8/3/2021,Fourth,Resolved,MOWING RARE AND BLOWS CLIPPINGS INTO STREET *4300 & 4302 
OHN-018635-2021,"400 HICKMAN AVE
COLUMBIA, MO 65201",7/28/2021,ONS - Health Nuisance,8/20/2021,First,Resolved,"filled garbage bags, trash and debris on the south end of the driveway"
OTOE-018634-2021,"1630 HIGH QUEST CIR
COLUMBIA, MO 65202",7/28/2021,ONS - Residential Solid Waste Violation,8/5/2021,Second,Resolved,TOE AT TH ECURB 7-28-2021
OLM-018633-2021,"303 MOHAWK AVE
COLUMBIA, MO 65202",7/28/2021,ONS - Landscape Management,8/17/2021,Third,Resolved,THERE ARE TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL ON THE PROPERTY.
OTOE-018636-2021,"1609 HIGH QUEST CIR
COLUMBIA, MO 65202",7/28/2021,ONS - Residential Solid Waste Violation,8/4/2021,Second,Resolved,TOE AT THE CURB 7-28-2021
OHN-018627-2021,"303 MOHAWK AVE
COLUMBIA, MO 65202",7/28/2021,ONS - Health Nuisance,11/29/2021,Third,Resolved,"TRASH, DEBRIS IN YARD"
OLM-018638-2021,"4306 SAVANNAH CT
COLUMBIA, MO 65202",7/28/2021,ONS - Landscape Management,8/11/2021,Third,Resolved,TALL GRASS AND WEEDS IN THE BACK
OTOE-018644-2021,"3505 LA MESA DR
COLUMBIA, MO 65201",7/28/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,TOE AT THE CURB
OSSV-018647-2021,"106 MANOR DR
COLUMBIA, MO 65203",7/28/2021,ONS - Streets and Sidewalks Violation,8/12/2021,Fourth,Resolved,low branches 897 OFF W BROADWAY
OTOE-018639-2021,"2940 LEEWAY DR
COLUMBIA, MO 65202",7/28/2021,ONS - Residential Solid Waste Violation,7/30/2021,Third,Resolved,TOE AT THE CURB 7-28-2021
OLM-018622-2021,"3201 BROWN STATION RD
COLUMBIA, MO 65202",7/28/2021,ONS - Landscape Management,8/23/2021,Third,Resolved,weeds in ditch - 896
OSSV-018684-2021,"402 S COLLEGE AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Streets and Sidewalks Violation,10/11/2021,Sixth,Resolved,STUMP ON THE SIDEWALK
OTOE-018686-2021,"608 N WILLIAM ST Unit: APT 5
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/3/2021,Third,Resolved,ROE AT THE CURB
OTOE-018657-2021,"405 S ANN ST
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,NON CITY BAG AT CURB
OTOE-018667-2021,"114 W PHYLLIS AVE
COLUMBIA, MO 65202",7/29/2021,ONS - Residential Solid Waste Violation,8/5/2021,Second,Resolved,trash
OSSV-018702-2021,,7/29/2021,ONS - Streets and Sidewalks Violation,8/10/2021,Fourth,Resolved,low branches - 910  MULTIPLE PLACES FOUND 7-29-21
OTOE-018669-2021,,7/29/2021,ONS - Residential Solid Waste Violation,8/4/2021,Unknown,Resolved,trash at end of Stevendave - 913
OTOE-018671-2021,"308 N NINTH ST
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,First,Resolved,Boxes at curb
OTOE-018673-2021,"815 W WORLEY ST
COLUMBIA, MO 65203",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,First,Resolved,BULKY ITEM AT THE CURB
OHN-018690-2021,"602 S COLLEGE AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Health Nuisance,8/3/2021,Sixth,Resolved,PILES OF DEBRIS AND FURNITURE IN PARKING LOT
OTOE-018662-2021,"402 BLAIR CT
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/16/2021,Sixth,Resolved,"chair , BUNCH OF LOOSE ITEMS AT CURB"
OTOE-018681-2021,"3548 PRESCOTT DR
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Referred to Prosecutor,BULKY ITEMS AND TOE AT THE CURB 7-29-2021
OSSV-018697-2021,"601 EAST ROCKCREEK DR
COLUMBIA, MO 65203",7/29/2021,ONS - Streets and Sidewalks Violation,8/10/2021,Fourth,Resolved,low branches - 910  MULTIPLE PLACES FOUND 7-29-21
OSSV-018700-2021,"410 EAST ROCKCREEK DR
COLUMBIA, MO 65203",7/29/2021,ONS - Streets and Sidewalks Violation,8/10/2021,Fourth,Resolved,low branches - 910  MULTIPLE PLACES FOUND 7-29-21
OTOE-018655-2021,"1408 WILSON AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,SHELVING UNIT AT CURB
OTOE-018670-2021,"213 WILLOW WAY
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/4/2021,Third,Resolved,move out trash - 912
OTOE-018661-2021,"1513 WILSON AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,7/31/2021,Sixth,Resolved,TWO MATTRESSES AT THE CURB
OTOE-018668-2021,"403 BLAIR CT
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,trash and loose items
OTOE-018680-2021,"902 ROGERS ST
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,First,Resolved,BULKY ITEM AT THE CURB 7-29-2021
OLM-018699-2021,"1602 UNIVERSITY AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Landscape Management,8/11/2021,Sixth,Resolved,TALL GRASS AND WEEDS
OTOE-018679-2021,"1405 MILLS DR
COLUMBIA, MO 65203",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Fourth,Resolved,ROE 915
OTOE-018677-2021,"1413 MILLS DR
COLUMBIA, MO 65203",7/29/2021,ONS - Residential Solid Waste Violation,7/30/2021,Fourth,Resolved,ROE 916
OTOE-018663-2021,"1316 ANTHONY ST
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,"RECYCLING AT CURB BEHIND 1316 ANTHONY, ON BLAIR CT"
OTOE-018654-2021,"1507 ROSS ST
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,7/31/2021,Sixth,Resolved,pile of trash at the curb
OTOE-018683-2021,"1804 MCKEE ST
COLUMBIA, MO 65202",7/29/2021,ONS - Residential Solid Waste Violation,8/4/2021,Third,Resolved,BULKY ITEM AT THE CURB 7-29-2021
OTOE-018665-2021,"1401 BOUCHELLE AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,BULKY ITEMS AND TRASH AT CURB
OTOE-018664-2021,"2604 VAIL DR
COLUMBIA, MO 65203",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Fifth,Resolved,ROE
OTOE-018676-2021,"2106 ARLENE DR
COLUMBIA, MO 65203",7/29/2021,ONS - Residential Solid Waste Violation,8/5/2021,Fourth,Resolved,BULKY ITEM AT THE CURB
OTOE-018660-2021,"1314 UNIVERSITY AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,non city logo bag at curb and open
OTOE-018666-2021,"1401 UNIVERSITY AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,OLD BIKE RACK AT CURB.
OLM-018685-2021,"909 REMINGTON DR
COLUMBIA, MO 65202",7/29/2021,ONS - Landscape Management,8/24/2021,Second,Resolved,tall grass
OLM-018682-2021,"1806 STANFORD DR
COLUMBIA, MO 65203",7/29/2021,ONS - Landscape Management,8/26/2021,Fourth,Resolved,overgrown vegetation 908  mailbox says 1012 COLLEGE PARK
OTOE-018691-2021,"1400 ANTHONY ST
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,BULKY ITEMS AT THE CURB 7-29-2021
OTOE-018656-2021,"1500 WILSON AVE
COLUMBIA, MO 65201",7/29/2021,ONS - Residential Solid Waste Violation,7/31/2021,Sixth,Resolved,bags of trash and loose stuff at curb
OLM-018689-2021,"102 LYNN ST
COLUMBIA, MO 65203",7/29/2021,ONS - Landscape Management,8/5/2021,First,Resolved,"WEEDS OVER 12 INCHES, GARTH WILL OPEN MONDAY "
OLM-018678-2021,"3400 MADRID LN
COLUMBIA, MO 65203",7/29/2021,ONS - Landscape Management,8/17/2021,Fifth,Resolved,"weeds, brush - 907"
OHN-018698-2021,"1404 ANTHONY ST
COLUMBIA, MO 65201",7/29/2021,ONS - Health Nuisance,10/11/2021,Sixth,Resolved,FILLED BAGS AND LOOSE TRASH UP BY THE HOUSE
OHN-018729-2021,"407 S ANN ST
COLUMBIA, MO 65201",7/30/2021,ONS - Health Nuisance,10/13/2021,Sixth,Resolved,LOVE SEAT ON THE FRONT PORCH
OSSV-018708-2021,"713 N ANN ST
COLUMBIA, MO 65201",7/30/2021,ONS - Streets and Sidewalks Violation,8/17/2021,Third,Resolved,debris on sidewalk - 827
OTOE-018726-2021,"919 W BROADWAY
COLUMBIA, MO 65203",7/30/2021,ONS - Residential Solid Waste Violation,8/2/2021,First,Resolved,BULKY ITEM AT THE CURB
OTOE-018723-2021,"1700 GARDEN DR Unit: APT A
COLUMBIA, MO 65202",7/30/2021,ONS - Residential Solid Waste Violation,8/9/2021,Second,Resolved,BULKY ITEM AT THE CURB 7-30-2021
OTOE-018713-2021,"307 N EIGHTH ST
COLUMBIA, MO 65201",7/30/2021,ONS - Residential Solid Waste Violation,8/6/2021,First,Resolved,BULKY ITEM AT THE CURB 7-29-2021
OSSV-018707-2021,"1905 WOODHOLLOW DR
COLUMBIA, MO 65203",7/30/2021,ONS - Streets and Sidewalks Violation,10/11/2021,Fifth,Resolved,tree branches in street path
OZPARK-018725-2021,"1426 GREENSBORO DR
COLUMBIA, MO 65202",7/30/2021,ONS -  Residential Parking Violation,9/3/2021,Second,Resolved,HYUANDAI PARKED IN THE REQUIRED FRONT YARD
OPM-018717-2021,"2003 HANOVER BLVD
COLUMBIA, MO 65202",7/30/2021,ONS - Property Maintenance,8/11/2021,Third,Resolved,SIX BAGS OF TRASH UP BY THE HOUSE
OLM-018716-2021,"4601 RICE RD
COLUMBIA, MO 65202",7/30/2021,ONS - Landscape Management,8/11/2021,Third,Resolved,WEEDS/GRASS OVER TWELVE
OTOE-018715-2021,"205 HICKMAN AVE
COLUMBIA, MO 65203",7/30/2021,ONS - Residential Solid Waste Violation,8/16/2021,First,Resolved,TOE AND BULKY ITEMS AT THE CURB 7-30-2021
OTOE-018714-2021,"108 LYNN ST
COLUMBIA, MO 65203",7/30/2021,ONS - Residential Solid Waste Violation,8/4/2021,First,Resolved,BULKY ITEM AT THE CURB 7-30-2021
OTOE-018724-2021,"1719 HANOVER BLVD
COLUMBIA, MO 65202",7/30/2021,ONS - Residential Solid Waste Violation,8/5/2021,Third,Resolved,BULKY ITEMS AT THE CURB
OTOE-018719-2021,"1612 GARDEN DR
COLUMBIA, MO 65202",7/30/2021,ONS - Residential Solid Waste Violation,8/4/2021,Second,Resolved,TOE 914
OUV-018718-2021,"1628 HIGH QUEST CIR
COLUMBIA, MO 65202",7/30/2021,ONS - Health Unlicensed Vehicle,9/28/2021,Second,Resolved,UNLICENSED SILVER CHEVY
OZPARK-018721-2021,"1628 HIGH QUEST CIR
COLUMBIA, MO 65202",7/30/2021,ONS -  Residential Parking Violation,9/27/2021,Second,Resolved,SILVER CHEVY ON GRASS IN THE FRONT YARD
OHN-018722-2021,"1628 HIGH QUEST CIR
COLUMBIA, MO 65202",7/30/2021,ONS - Health Nuisance,9/27/2021,Second,Resolved,LOOSE TRASH SCATTERED
OHN-018806-2021,"3911 ROLLINS RD
COLUMBIA, MO 65203",7/30/2021,ONS - Health Nuisance,8/12/2021,Fourth,Resolved,pallets and tires
OPM-018701-2021,"1607 KATHY DR
COLUMBIA, MO 65202",7/30/2021,ONS - Property Maintenance,11/23/2021,Second,Closed,concern about vacant house
OHN-018759-2021,"4410 BROWN STATION RD Unit: TRLR 15
COLUMBIA, MO 65202",8/2/2021,ONS - Health Nuisance,9/28/2021,Third,Closed,HOUSEHOLD ITEMS SCATTERED ON 3 LOTS
OHN-018755-2021,"305 W TEXAS AVE
COLUMBIA, MO 65202",8/2/2021,ONS - Health Nuisance,8/6/2021,Second,Resolved,Tree branch
OLM-018789-2021,"208 W SEXTON RD
COLUMBIA, MO 65203",8/2/2021,ONS - Landscape Management,3/15/2022,First,Resolved,HIGH WEEDS AND GRASS ON VAC LOT  PERSON STOPPED ME ON JEFFERSON
OTOE-018768-2021,"1203 E WALNUT ST
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/13/2021,First,Resolved,TOE / BULKY ITEM AT THE CURB
OSSV-018749-2021,"28 E ASH ST
COLUMBIA, MO 65203",8/2/2021,ONS - Streets and Sidewalks Violation,8/10/2021,First,Resolved,site and distance issue   per PW Andrew Briedwell
OZPARK-018752-2021,"1207 W WORLEY ST
COLUMBIA, MO 65203",8/2/2021,ONS -  Residential Parking Violation,8/10/2021,First,Resolved,unlic vehicle in yard
OTOE-018766-2021,"101 W TEXAS AVE
COLUMBIA, MO 65202",8/2/2021,ONS - Residential Solid Waste Violation,8/4/2021,Second,Resolved,Mattress - 929
OHN-018767-2021,"1207 W WORLEY ST
COLUMBIA, MO 65203",8/2/2021,ONS - Health Nuisance,8/10/2021,First,Resolved,vegetation no over 12 but found tries on the driveway and suv case created
OILER-018763-2021,"3605 ROCK QUARRY RD Unit: APT B
COLUMBIA, MO 65201",8/2/2021,ONS - Illegal Rental,2/25/2022,Sixth,Resolved,application for COC made
OZPARK-018774-2021,"2108 SUNFLOWER ST
COLUMBIA, MO 65202",8/2/2021,ONS -  Residential Parking Violation,8/6/2021,Second,Resolved,PARKING A BOAT ON GRASS
OTOE-018750-2021,"2614 QUAIL DR
COLUMBIA, MO 65202",8/2/2021,ONS - Residential Solid Waste Violation,8/4/2021,Third,Resolved,BULKY ITEM AT THE CURB 7-14-2021
OTOE-018754-2021,"1617 WINDSOR ST
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/6/2021,Third,Resolved,BULKY ITEM AT T HE CURB 7-30-2021
OTOE-018751-2021,"2700 NORTHRIDGE DR
COLUMBIA, MO 65202",8/2/2021,ONS - Residential Solid Waste Violation,8/9/2021,Third,Resolved,BULKY ITEM AT THE CURB 7-30-2021
OTOE-018782-2021,"1411 GREENSBORO DR
COLUMBIA, MO 65202",8/2/2021,ONS - Residential Solid Waste Violation,8/9/2021,Second,Resolved,BULKY ITEM AT THE CURB
OTOE-018765-2021,"3600 SNOW LEOPARD DR
COLUMBIA, MO 65202",8/2/2021,ONS - Residential Solid Waste Violation,8/5/2021,Second,Resolved,TOE
OTOE-018753-2021,"1405 WINDSOR ST
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/17/2021,Third,Resolved,BULKY ITEM AT THE CURB 7-30-2021
OHN-018808-2021,"5709 CANAVERAL DR
COLUMBIA, MO 65201",8/2/2021,ONS - Health Nuisance,8/20/2021,Third,Resolved,"trash, debris, furniture"
OHN-018764-2021,"3911 OLYMPIC CT
COLUMBIA, MO 65202",8/2/2021,ONS - Health Nuisance,9/3/2021,Third,Resolved,"TRASH, CARDBOARD AND CANS OUTSIDE"
OUV-018772-2021,"509 JACKSON ST
COLUMBIA, MO 65203",8/2/2021,ONS - Health Unlicensed Vehicle,8/4/2021,First,Resolved,tires by old truck 
OTOE-018769-2021,"1315 ROSEMARY LN
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/4/2021,Sixth,Resolved,BULKY ITEM AT THE CURB 8-2-2021
OTOE-018778-2021,"3705 PIMLICO DR
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/12/2021,Sixth,Resolved,TOE/ BULKY ITEMS AT THE CURB 
OTOE-018770-2021,"3604 PIMLICO DR
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/5/2021,Sixth,Resolved,TOE AT THE CURB 8-2-2021
OTOE-018775-2021,"3613 PIMLICO DR
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/5/2021,Sixth,Resolved,TOE AT THE CURB 8-2-2021
OTOE-018781-2021,"3618 PIMLICO DR
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/9/2021,Sixth,Resolved,BULKY ITEM AT THE CURB
OHN-018773-2021,"509 JACKSON ST
COLUMBIA, MO 65203",8/2/2021,ONS - Health Nuisance,8/18/2021,First,Resolved,tires by old truck 
OTOE-018786-2021,"1421 GREENSBORO DR
COLUMBIA, MO 65202",8/2/2021,ONS - Residential Solid Waste Violation,8/5/2021,Second,Resolved,BULKY ITEM AT THE CURB 
OHN-018777-2021,"305 PERSHING RD
COLUMBIA, MO 65203",8/2/2021,ONS - Health Nuisance,8/16/2021,First,Resolved,"loose trash, large couch on the curb and patio area"
OUV-018760-2021,"302 DYSART ST
COLUMBIA, MO 65201",8/2/2021,ONS - Health Unlicensed Vehicle,12/16/2021,First,Resolved,"TAN MINIVAN, NO WHEEL, MISSING LICENSE PLATE"
OTOE-018779-2021,"3702 PIMLICO DR
COLUMBIA, MO 65201",8/2/2021,ONS - Residential Solid Waste Violation,8/6/2021,Sixth,Resolved,TOE AT THE CURB 8-2-2021
OLM-018810-2021,"5003 CHARITON DR
COLUMBIA, MO 65202",8/2/2021,ONS - Landscape Management,9/1/2021,Third,Resolved - Involuntarily,Weeds and grass over twelve inches tall
OLM-018796-2021,"707 BANKS AVE
COLUMBIA, MO 65203",8/2/2021,ONS - Landscape Management,11/4/2021,First,Resolved,OVERGROWN VEGETATION EXCEEDING FENCE AND ONTO BANKS AVE
OILER-018790-2021,"4 S ANN ST
COLUMBIA, MO 65201",8/3/2021,ONS - Illegal Rental,8/27/2021,Sixth,Resolved,unregistered rentals deadline 8-19-21
OTOE-018817-2021,"403 S WILLIAM ST
COLUMBIA, MO 65201",8/3/2021,ONS - Residential Solid Waste Violation,8/17/2021,Sixth,Resolved,BULKY ITEM AT THE CURB
OTOE-018814-2021,"504 S WILLIAM ST
COLUMBIA, MO 65201",8/3/2021,ONS - Residential Solid Waste Violation,8/6/2021,Sixth,Resolved,bulky item at the curb 8-3-2021
OTOE-018815-2021,"1321 PARIS RD
COLUMBIA, MO 65201",8/3/2021,ONS - Residential Solid Waste Violation,8/6/2021,Third,Resolved,TOE AT THE CURB 8-3-2021
OTOE-018800-2021,"2614 QUAIL DR
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/5/2021,Third,Resolved,BULKY ITEM AT THE CURB 
OIV-018831-2021,"3911 ROLLINS RD
COLUMBIA, MO 65203",8/3/2021,ONS - Health Inoperable Vehicle,8/23/2021,Fourth,Resolved,"inoperable white van, bags of trash on driveway"
OTOE-018791-2021,"1501 GREENSBORO DR
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/16/2021,Second,Resolved,BULKY ITEM AT THE CURB
OTOE-018798-2021,"5203 GEYSER BLVD
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/6/2021,Third,Resolved,toe at the curb
OPM-018807-2021,"707 BANKS AVE
COLUMBIA, MO 65203",8/3/2021,ONS - Property Maintenance,9/8/2021,First,Referred to Prosecutor,Exterior PM issues
OTOE-018805-2021,"2601 QUAIL DR
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/4/2021,Third,Resolved,TOE AT THE CURB
OTOE-018804-2021,"2700 QUAIL DR
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/12/2021,Third,Referred to Prosecutor,TOE AT THE CURB 
OLM-018825-2021,"2808 OVERHILL RD
COLUMBIA, MO 65203",8/3/2021,ONS - Landscape Management,8/12/2021,Fourth,Resolved,grass over sidewalk 933  THIS A ALONG FAIRVIEW!!  NOT ON OVERHILL
OLM-018824-2021,"2805 BISCAYNE CT
COLUMBIA, MO 65203",8/3/2021,ONS - Landscape Management,8/12/2021,Fourth,Resolved,tall grass - 932  THERE IS NO SIDEWALK ON BISCAYNE CT THIS IS LOCATED ON FAIRVIEW RD
OTOE-018795-2021,"5207 GEYSER BLVD
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/6/2021,Third,Resolved,TOE AT THE CURB 
OTOE-018793-2021,"5209 GEYSER BLVD
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/6/2021,Third,Resolved,TOE AT THE CURB
OTOE-018792-2021,"5315 GEYSER BLVD
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/6/2021,Third,Resolved,TOE AT THE CURB
OLM-018809-2021,"1109 EASTLAND CIR
COLUMBIA, MO 65201",8/3/2021,ONS - Landscape Management,8/9/2021,Third,Resolved,TALL GRASS/WEEDS
OHN-018821-2021,"404 OAK ST
COLUMBIA, MO 65203",8/3/2021,ONS - Health Nuisance,8/16/2021,First,Resolved,"LARGE AMOUNT OF TRASH, FURNITURE ETC ON THE DRIVEWAY FOR OVER 2 WEEKS "
OTOE-018801-2021,"2620 QUAIL DR
COLUMBIA, MO 65202",8/3/2021,ONS - Residential Solid Waste Violation,8/4/2021,Third,Resolved,TOE AT THE CURB 
OTOE-018811-2021,"1308 ROSEMARY LN
COLUMBIA, MO 65201",8/3/2021,ONS - Residential Solid Waste Violation,8/5/2021,Sixth,Resolved,BULKY ITEMS AT THE CURB 8-3-2021
OHN-018832-2021,"3911 ROLLINS RD
COLUMBIA, MO 65203",8/3/2021,ONS - Health Nuisance,8/12/2021,Fourth,Resolved,BAGS OF TRASH ON THE DRIVEWAY 
OHN-018823-2021,"101 HOLLY RIDGE LN
COLUMBIA, MO 65203",8/3/2021,ONS - Health Nuisance,10/6/2021,Fifth,Resolved,Tire Furniture
OTOE-018835-2021,"407 S ANN ST
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,9/8/2021,Sixth,Resolved,CHAIR AT CURB
OPM-018822-2021,"903 N WEST BLVD
COLUMBIA, MO 65203",8/4/2021,ONS - Property Maintenance,10/19/2021,First,Resolved,vacant house; violations
OTOE-018837-2021,"405 S ANN ST
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/12/2021,Sixth,Resolved,BULKY ITEM AND TRASH CAN AT THE CURB
OTOE-018845-2021,"108 S COLLEGE AVE
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/12/2021,Sixth,Resolved,"COUCH, TRASH,"
OLM-018858-2021,"101 W TEXAS AVE
COLUMBIA, MO 65202",8/4/2021,ONS - Landscape Management,8/16/2021,Second,Resolved,LOW LIMBS OVER SIDEWALK 
OTOE-018842-2021,"110 S COLLEGE AVE
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/18/2021,Sixth,Resolved,TRASH FILLED BOXES
OTOE-018849-2021,"1413 WILSON AVE
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/12/2021,Sixth,Resolved,2 CHAIRS AT THE CURB
OHN-018863-2021,"2608 BURRWOOD DR
COLUMBIA, MO 65203",8/4/2021,ONS - Health Nuisance,9/15/2021,Fifth,Resolved,piles of brush still on ground  LYNNWOOD TO OAK HAVEN TO BURRWOOD  this is in the backyard
OHN-018854-2021,"251 APPLE TREE CT
COLUMBIA, MO 65203",8/4/2021,ONS - Health Nuisance,8/17/2021,Fifth,Resolved,"FURNITURE, JUNK, TRASH/DEBRIS ON THE GROUND BACK UNIT"
OLM-018859-2021,"301 SANFORD AVE
COLUMBIA, MO 65203",8/4/2021,ONS - Landscape Management,8/16/2021,First,Resolved,"3 FEET HIGH WEEDS, PILE OF ROCK THAT HASN'T MOVED IN OVER A YEAR"
OTOE-018850-2021,"1006 MANHATTAN DR
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/9/2021,Sixth,Resolved,dumped trash - 936
OTOE-018840-2021,"1707 UNIVERSITY AVE
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/18/2021,Sixth,Resolved,2 NON CITY LOGO BAGS AT CURB
OTOE-018851-2021,"5600 MURFREESBORO DR
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/5/2021,Third,Resolved,TOE AND BULKY ITEMS AT THE CURB
OHN-018827-2021,"112 BENTON ST
COLUMBIA, MO 65203",8/4/2021,ONS - Health Nuisance,8/18/2021,First,Resolved,PILE OF DEBRIS FROM RECENT MOWING
OTOE-018841-2021,"1609 WILSON AVE
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/17/2021,Sixth,Resolved,TRASH AT THE CURB
OTOE-018847-2021,"1412 WILSON AVE
COLUMBIA, MO 65201",8/4/2021,ONS - Residential Solid Waste Violation,8/12/2021,Sixth,Resolved,couch and mattress at the curb
OLM-018862-2021,"706 SONDRA AVE
COLUMBIA, MO 65202",8/4/2021,ONS - Landscape Management,8/16/2021,Second,Resolved,tall grass - 942 OFF JACKSON/W TEXAS
